url;name;content;product
https://support.mts.ru/krediti_i_ipoteka/kak-reshit-finansovie-trudnosti/kak-vzyat-kanikuli-na-oplatu-kredita;Как взять «каникулы» на оплату кредита;Когда мы берем кредит, мы примерно представляем, как будем его выплачивать. Например, с зарплаты, премий, возвращенных налогов. Но иногда случается непредвиденное: увольнение или болезнь. Платить кредит нечем. В такой ситуации лучше решить вопрос по кредиту с банком – пересмотреть условия кредитного договора, чтобы платить стало легче. Можно оформить реструктуризацию от банка или льготный период по федеральному закону. Что выбрать – сравним в таблице: Реструктуризация Льготный период по 353 ФЗ Льготный период для участников СВО Когда воспользоваться Резко снизился доход из-за болезни, увольнения, декрета, пенсии, утраты имущества в результате стихийного бедствия и т.д. Снизился доход на 30% и более или потеряна работа вообще, утеря имущества или проживание в зоне ЧС Нечем платить кредит из-за срочной службы Кому доступна программа Всем клиентам банка Всем клиентам банка Военнослужащим и членам их семьи По каким продуктам действует По любым По договорам, оформленным до 1 марта 2022 года на сумму: - кредит – до 450 000 ₽ - кредитная карта — до 150 000 ₽ - автокредит - от 1,6 млн ₽ По кредитам и картам, оформленным до дня мобилизации или подписания контракта Срок действия программы Индивидуальный До 6 месяцев До 24 месяцев Как платить По договоренности с банком на выбор: - сдвигается платеж - увеличивается срок кредита и уменьшается платеж - нет платежей до 6 месяцев, а накопленный долг за период отсрочки включается в последний платеж по кредиту Нет платежей в течение всего срока льготного периода, но проценты продолжают начисляться. После Льготного периода платеж останется прежний. Срок кредита увеличится на период отсрочки + на количество месяцев для выплаты процентов. Например, у нас кредит с платежом 5 000 руб/мес до 31.12.2024 года. В ноябре 2023 года оформляем программу на 6 месяцев. За эти 6 месяцев начислены проценты в размере 10 000 ₽. Срок кредита будет продлен на 8 месяцев: 6 месяцев Льготного периода и 2 месяца на выплату процентов (2 платежа по 5 000 ₽). Кредит будет действовать до 31.08.2025 года Как оформить в офисе банка на сайте в офисе банка или на сайте Какие документы нужны О снижении дохода в зависимости от причины. Например, если причина – длительная болезнь, то потребуется справка о болезни Подтверждающие снижение дохода, например, трудовой договор или книжка с записью об увольнении, справки 2 НДФЛ, выписки из центра занятости и т.д. Документы, подтверждающие участие в специальной военной операции, например, справка из военкомата о мобилизации Итак, льготный период – как отпуск за свой счет. Вы получаете отсрочку, но проценты продолжают начисляться. Их все равно придется заплатить, и срок кредита растянется. Реструктуризация же позволяет платить, но понемногу, поэтому погашать кредит легче Что лучше, зависит от ваших личных обстоятельств. Если финансовые трудности временные и нужна «передышка» от всех платежей, подойдет льготный период. Если нужно пересмотреть условия договора на весь период и вы можете выплачивать кредит понемногу, лучше оформить реструктуризацию;Кредиты и ипотека
https://support.mts.ru/prilozhenie_mts_bank/profil/mozhno-li-izmenit-kod-dlya-vhoda-v-sistemu;Можно ли изменить код для входа в систему;Можно Для этого перейдите в раздел Ещё - Настройки - Изменить короткий код;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/profil/kak-nastroit-biometriyu;Как настроить биометрию;Если ваш смартфон позволяет использовать биометрию (в нём есть датчик отпечатка пальца или Face ID), то перейдите в раздел Ещё - Настройки: бегунок напротив Вход по данным биометрии красный - опция уже действует серый - передвиньте бегунок, чтобы включить;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/profil/kak-podklyuchit-push-uvedomleniya;Как подключить push-уведомления;Перейдите в раздел Ещё - Уведомления Вы можете подключить push-уведомления для всех карт или только для тех, которыми чаще пользуетесь. Уведомления об операциях будут приходить моментально и сохранятся в колокольчике на Главной, поэтому вы никогда их не потеряете;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/profil/kakoi-status-u-moego-akkaunta;Какой статус у моего аккаунта;Проверить статус аккаунта вы можете в приложении в разделе Ещё - Профиль От уровня пользователя зависит, какие платежи и переводы доступны в приложении: Идентифицированный - у вас есть или были продукты банка Вам доступны все переводы и платежи Упрощённо-идентифицированный - вы зашли под номером МТС или у вас есть виртуальная карта МТС Банка Вам доступны платежи и переводы на карты, счета, электронные кошельки, счета телефонов Если вы хотите повысить уровень идентификации для расширения лимитов, оформите пластиковую карту в МТС Банке Анонимный - мы не знаем ваши ФИО и другие данные Вы можете совершать платежи в приложении, но переводы будут недоступны ( Федеральный закон «О национальной платежной системе» № 161–ФЗ ) Если вы хотите переводить деньги через приложение, пройдите идентификацию: Способ 1. Введите в приложении номер паспорта и СНИЛС и получите статус «Упрощённо–идентифицированный» пользователь Способ 2. Обратитесь с паспортом в магазин МТС получите статус «Упрощённо-идентифицированный пользователь» Способ 3. Оформите пластиковую карту в МТС Банке и получите статус «Идентифицированный пользователь» со всеми привилегиями;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/profil/kak-svyazatsya-s-tehpodderzhkoi;Как связаться с техподдержкой;Если у вас есть вопрос, предложение или вам нужна помощь специалиста, зайдите в раздел Ещё - Позвонить нам Там будут номера горячих линий для вопросов по продуктам банка, а также по операциям с баланса телефона МТС, кошелька, привязанных карт и по программе МТС Cashback Также в разделе Ещё вы можете Написать в чат;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/profil/kak-dobavit-ili-izmenit-email;Как добавить или изменить email;Зайдите в раздел Ещё 2.Нажмите на ваш профиль 3. Выберите раздел Почта 4. Напишите свой email и нажмите Сохранить;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/platezhi-i-perevodi/kak-perevesti-dengi-po-nomeru-telefona;Как перевести деньги по номеру телефона через СБП;Перейдите в раздел Платежи - По номеру телефона Разрешите приложению доступ к вашим контактам, чтобы выбирать номер из списка контактов, а не вводить его вручную Выберите банк получателя, введите сумму и нажмите Перевести Деньги поступят мгновенно Переводы через СБП в приложении до 100 000 рублей в месяц без комиссии;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/platezhi-i-perevodi/kak-sdelat-mts-bank-osnovnim-dlya-priyoma-perevodov-po-nomeru-telefona-po-sbp;Как сделать МТС Банк основным для приёма переводов по номеру телефона по СБП;Если ваш номер привязан к нескольким банкам, выберите МТС Банк основным В этом случае при переводе средств вам из другого банка автоматически для зачисления будет проставляться МТС Банк, если отправитель не укажет другой банк Перейдите в раздел Ещё - Переводы по номеру телефона - Выбрать МТС Банк основным Если после этого вы установите другой банк по умолчанию в СБП, то настройка в МТС Банке будет отменена. В качестве основного будет использоваться тот банк, который вы выберете последним;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/platezhi-i-perevodi/kak-perevesti-dengi-po-rekvizitam;Как перевести деньги по реквизитам;Перейдите в Платежи - Переводы - По реквизитам Выберите, откуда списать деньги, напишите счёт получателя и БИК или название банка-получателя По номеру счёта и БИК приложение определит назначение платежа: физлицу, юрлицу или перевод в бюджет, а потом рассчитает комиссию, если она есть;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/platezhi-i-perevodi/kak-oplatit-po-qr;Как оплатить по QR ЖКХ, налоги, штрафы, кредит;Нажмите на иконку QR в верхнем левом углу на Главной и отсканируйте код Реквизиты заполнятся автоматически. Выберите способ оплаты и нажмите «Оплатить»;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/platezhi-i-perevodi/kak-oplatit-po-qr-pokupki-v-magazine;Как оплатить по QR покупки в магазине;Оплатить можно в любых магазинах, где есть логотип СБП: Спросите на кассе, можно ли оплатить покупки по QR-коду В приложении МТС Банка нажмите на иконку QR-кода в верхней части экрана Отсканируйте код на кассе для оплаты покупки Сверьте данные о платеже и подтвердите его Оплата пройдёт как покупка — без комиссии. Кешбэка за эти операции нет Подробнее об оплате по СБП на странице сервиса;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/platezhi-i-perevodi/kak-nastroit-shablon-perevoda-ili-platezha;Как настроить шаблон перевода или платежа;На экране Платежи напротив раздела Мои платежи нажмите Все - Создать новый Выберите тип шаблона – Платёж или Автоперевод между своими счетами;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/platezhi-i-perevodi/kak-oplatit-uslug;Как оплатить услуги;Способ 1. Перейдите в Платежи , выберите категорию услуг, заполните данные и выберите способ оплаты Способ 2. Выберите способ оплаты на Главной (нажмите на карту, кошелёк или номер телефона), потом Оплатить и выберите нужную категорию. Заполните данные Если в приложении вы не нашли нужного поставщика, перейдите на экран Платежи - Переводы - По реквизитам . Напишите счёт получателя и БИК или название банка-получателя По номеру счёта и БИК приложение определит назначение платежа: физлицу, юрлицу или перевод в бюджет, а потом рассчитает комиссию, если она есть Переводы по реквизитам доступны только с карт МТС Банка;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/platezhi-i-perevodi/mozhno-li-perevesti-dengi-v-strani-sng;Можно ли перевести деньги в страны СНГ;Да для перевода в страны СНГ с получением наличными перейдите во вкладку Платежи - Переводы - За рубеж для перевода на карты или номера телефонов в странах СНГ перейдите во вкладку Платежи - Оплата - Переводы в СНГ/Дальнее зарубежье в разделе Услуги СНГ/Дальнее зарубежье вы можете оплатить услуги операторов СНГ Список стран постоянно расширяется;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/karti/kak-oformit-debetovuyu-kartu;Как оформить дебетовую карту;На Главной странице нажмите на знак «+» напротив раздела Карты , затем Дебетовая и выберите в карусели нужную. Нажмите Оформить карту и заполните данные анкеты Мы доставим вам карту или вы сами сможете забрать её в ближайшем офисе МТС Банка или магазине МТС А чтобы не ждать выпуска пластиковой карты, вы можете заказать себе виртуальную карту МИР – она будет готова уже через 15 минут. Её сразу же можно добавить в Mir Pay и начать пользоваться;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/karti/kak-oformit-kreditnuyu-kartu;Как оформить кредитную карту;На Главной странице нажмите на знак «+» напротив раздела «Карты», затем «Кредитная» и выберите в карусели нужную. Нажмите «Оформить карту» и заполните данные анкеты Анкета на кредитную карту достаточно подробная, зато после её заполнения не будут перезванивать из банка Решение придёт в течение нескольких минут по SMS Вы можете выбрать, как получить карту: оформить доставку на удобный адрес или прийти в ближайший офис МТС Банка;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/karti/kak-zablokirovat-kartu;Как заблокировать карту;Нажмите на нужную карту и перейдите в Настройки. Под изображением карты в разделе Управление нажмите Блокировка карты – Заблокировать . С этого момента любые операции по карте будут недоступны. Блокировка в приложении неокончательная. Её можно в любой момент снять. Эта функция пригодится, если вы, например, потеряли карту, но ещё надеетесь её найти. Когда найдёте, снимите блокировку в приложении так же, как устанавливали.;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/karti/kak-zakrit-kartu;Как закрыть карту;Закрыть можно только карту с нулевым балансом Войдите в приложение МТС Банка Нажмите на нужную карту Если на счёте есть деньги, переведите их на другой счёт. Для этого нажмите Перевести и выберите способ перевода Под изображением карты выберите раздел Управление Нажмите Закрыть карту О других способах закрытия карты вы можете узнать в разделе Карты;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/karti/kak-podklyuchit-kartu-drugogo-banka;Как подключить карту другого банка;Чтобы не вводить каждый раз реквизиты карт других банков для платежей и переводов, вы можете привязать карту другого банка в приложении: Напротив раздела Карты нажмите «+», а затем в верхней строке Все продукты пролистайте вправо до кнопки Подключить сторонний банк Нажмите на Привязать карту другого банка и введите реквизиты этой карты Вы сможете расплачиваться этой картой прямо из приложения МТС Банка;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/karti/gde-mozhno-posmotret-istoriyu-operatsii-po-karte-drugogo-banka;Где можно посмотреть историю операций по карте другого банка;В приложении МТС Банка нажмите на нужную карту Отобразится история операций, которые вы совершили по этой карте в приложении МТС Банка и на сайте МТС Деньги;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/karti/kak-otklyuchit-kartu-drugogo-banka;Как отключить карту другого банка;Нажмите на карту, которую хотите отключить. Под изображением карты выберите Удалить карту . Карта пропадёт с главной страницы.;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/karti/gde-mozhno-posmotret-rekviziti-karti;Где можно посмотреть реквизиты карты;Реквизиты можно посмотреть только по картам МТС Банка. У привязанных карт других банков реквизиты посмотреть нельзя Выберите нужную карту На картинке с картой нажмите на Реквизиты карты Здесь будет указан полный номер карты, который можно скопировать, а также срок действия и владелец. Также вы можете посмотреть CVC2 Напоминаем, что эти данные нельзя сообщать третьим лицам Если вам нужен номер счёта и банковские реквизиты, под изображением карты в разделе Информация нажмите Реквизиты счета. Эти реквизиты можно отправить.;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/karti/mozhno-li-pereimenovat-kartu;Можно ли переименовать карту;Да, вы можете назвать карту так, как вам удобно. Выберите нужную карту. Под изображением карты в разделе Управление нажмите Переименовать карту и впишите любое название. Нажмите Сохранить .;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/karti/kak-zakazat-spravki-i-vipiski;Как заказать справки и выписки;Выписку можно заказать только по картам и счетам МТС Банка. Выберите карту на Главной. Под изображением карты в разделе Информация нажмите Справки и выписки и выберите нужную справку. Документы придут на email, который вы укажете.;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/karti/kak-skrit-balansi-kart-mts-banka;Как скрыть балансы карт МТС Банка;Выберите нужную карту. Под изображением карты откройте разделе Управление У пункта Скрыть баланс карты нажмите кнопку переключения;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/karti/gde-posmotret-istoriyu-operatsii;Где посмотреть историю операций;Нажмите на нужную карту. Откроется история операций На любую операцию можно нажать и посмотреть детали;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/karti/gde-posmotret-lgotnii-period-po-kreditnoi-karte;Где посмотреть льготный период по кредитной карте;Нажмите на карту. Под изображением карты вы увидите минимальный платеж, информацию о льготном периоде и общий долг по карте. А чтобы узнать подробные условия по карте и льготный период, в раздел Информация выберите Информация по кредиту или Льготный период;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/karti/kak-izmenit-pin-kod;Как изменить ПИН-код;Выберите нужную карту. Под изображением карты в разделе Управление нажмите Изменить PIN-код и придумайте новую последовательность цифр;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/karti/chto-znachit-serdechko-ryadom-s-kartoi;Что значит сердечко рядом с картой;Оно означает, что приложение по умолчанию будет ставить этот счёт как источник списания денег при платежах и переводах Вы всегда можете выбрать другую карту/счёт, когда будете совершать платёж или переводить деньги Но лучше подумайте, что вы используете чаще всего и поставьте это как платёжный инструмент по умолчанию. Для этого нажмите на карту, которую хотите сделать основной, а потом – на сердечко;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/krediti/kak-oformit-kredit;Как оформить кредит;В приложении вы можете оформить кредит на любые цели (кроме кредита на товары) и ипотеку Нажмите на «+» напротив раздела Кредит Прочитайте условия, заполните анкету и подтвердите кнопкой Оформить;Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/krediti/kak-posmotret-status-zayavki-na-kredit;Как посмотреть статус заявки на кредит;Статус заявки можно отслеживать в разделе Кредиты Когда заявку одобрят, вам придёт SMS или push-уведомление После этого нажмите Оформить на баннере или в разделе «Кредиты». Прочитайте договор и подпишите его с помощью SMS (отправьте код с подтверждением операции);Приложение МТС Банка
https://support.mts.ru/prilozhenie_mts_bank/krediti/mozhno-li-pogasit-kredit-dosrochno;Можно ли погасить кредит досрочно;Да Выберите нужный кредит, потом нажмите на Погасить Выберите Погасить полностью или Погасить частично . Заполните открывшееся заявление и нажмите Подать заявление При частичном досрочном погашении можно выбрать: уменьшить ежемесячный платёж или срок кредита. График пересчитается сразу после подачи заявки. Чтобы его посмотреть, нажмите на кредит и выберите График платежей;Приложение МТС Банка
